candidate_profile,analysis
"Role: HR Specialist, Exp: 8 years, Skills: tree, which, beyond, again, today",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: allow, institution, catch, billion, table",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: father, girl, her, community, effect",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: together, live, job, try, data",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: late, anyone, for, read, reason",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: red, some, rise, play, perform",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: system, memory, blue, say, property",Score: 76/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: he, learn, stay, to, land",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: parent, respond, room, another, stay",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 11 years, Skills: voice, smile, southern, hear, water",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: product, along, reduce, money, life",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: hair, smile, letter, into, give",Score: 64/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: central, left, learn, whose, least",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: full, enter, rule, speech, audience",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 3 years, Skills: church, affect, black, generation, treatment",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: light, time, reveal, carry, performance",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: rest, religious, until, owner, pattern",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 11 years, Skills: out, listen, during, generation, home",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 12 years, Skills: concern, age, end, kind, decade",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 5 years, Skills: respond, deal, agent, consider, two",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: town, dog, recent, education, information",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: much, lawyer, say, born, teach",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: simply, figure, could, else, modern",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: pretty, form, strong, born, ask",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: not, customer, life, another, score",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 4 years, Skills: how, easy, conference, director, respond",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 11 years, Skills: local, enough, along, choose, table",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: after, remember, break, reveal, study",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: education, letter, interest, either, person",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: image, technology, order, interest, force",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: final, notice, position, growth, let",Score: 72/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: suggest, education, nature, energy, to",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: statement, about, her, family, hot",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: you, military, finish, strategy, child",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: popular, challenge, information, stage, sound",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: public, plan, choice, raise, discussion",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: light, safe, which, with, open",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: simple, factor, three, treat, work",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: environmental, those, sign, clearly, whatever",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: green, significant, letter, able, public",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: agency, director, spring, song, discuss",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: dark, shake, behavior, stock, imagine",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: energy, particularly, idea, usually, stop",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: day, set, it, surface, religious",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: culture, long, anything, message, world",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: wall, example, like, nearly, course",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: nice, argue, reality, through, add",Score: 67/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: open, fund, current, marriage, else",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 4 years, Skills: figure, agent, long, rise, society",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: keep, election, speech, responsibility, no",Score: 64/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: dinner, discover, professional, this, quality",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 15 years, Skills: million, beautiful, gas, account, book",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 11 years, Skills: character, know, door, analysis, example",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: home, consumer, hour, course, beautiful",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: show, represent, somebody, area, head",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: my, never, describe, price, then",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: relationship, concern, behavior, green, water",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 4 years, Skills: nature, simply, stock, deal, fly",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: sound, throughout, hundred, law, memory",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 11 years, Skills: onto, blue, certainly, sure, experience",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: toward, family, risk, occur, stage",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: fire, leg, enter, mention, nor",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: establish, information, economy, program, cup",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: evening, source, decision, born, right",Score: 68/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: become, research, natural, spend, loss",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: car, look, work, five, player",Score: 68/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: close, real, push, matter, three",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: music, issue, media, best, three",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: animal, skin, parent, first, fish",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: some, my, message, understand, despite",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: wish, plant, doctor, fine, region",Score: 64/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: seven, politics, top, because, actually",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: part, believe, including, way, scene",Score: 62/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: late, science, ball, recognize, billion",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 1 years, Skills: degree, century, bag, technology, late",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: finally, official, cup, sometimes, appear",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: result, since, contain, wish, respond",Score: 80/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: once, scene, down, model, three",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: stop, few, real, art, sometimes",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: chance, kitchen, although, support, campaign",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: parent, building, also, successful, education",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: rest, image, along, instead, hotel",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: politics, system, yes, successful, soldier",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: bring, board, language, media, coach",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: behavior, of, lot, deal, realize",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: voice, other, time, cause, lay",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: poor, own, house, service, recent",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 3 years, Skills: former, allow, east, institution, decide",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: PM, successful, executive, management, reveal",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: air, evidence, direction, hit, whether",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: allow, wrong, contain, small, action",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: major, pay, public, from, mind",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: build, generation, address, resource, west",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: dark, major, loss, stop, certain",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 4 years, Skills: future, become, least, society, above",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: quality, indeed, receive, example, TV",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: peace, hair, couple, risk, truth",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: cause, choose, sit, rate, interview",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 10 years, Skills: indeed, commercial, realize, bar, away",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: vote, then, course, fast, employee",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 12 years, Skills: PM, owner, six, image, middle",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: audience, simple, responsibility, fight, the",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: pretty, may, best, order, choose",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: cultural, how, Republican, any, rise",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: charge, feel, science, senior, rule",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: activity, reveal, you, kid, worker",Score: 69/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: skill, operation, action, between, identify",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: offer, chance, instead, poor, according",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: imagine, even, explain, professor, determine",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: alone, rule, voice, born, benefit",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: score, ball, news, reality, hand",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: that, small, method, message, lay",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: her, moment, born, region, social",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 15 years, Skills: sell, between, case, management, affect",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: call, Democrat, food, edge, fear",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: fast, prevent, his, case, but",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: second, attack, gas, set, tell",Score: 69/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: possible, subject, each, company, social",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: consider, true, off, expert, hand",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: argue, democratic, animal, interest, current",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: game, less, fish, treatment, few",Score: 70/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 3 years, Skills: rise, note, yes, four, start",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: price, wall, environment, fill, add",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: ball, much, generation, kitchen, degree",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: discover, none, act, similar, property",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: four, commercial, daughter, star, edge",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: appear, most, risk, draw, present",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: brother, recent, project, offer, concern",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: resource, along, final, perform, important",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: along, bill, draw, leg, term",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: daughter, easy, weight, responsibility, model",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: choice, together, head, protect, training",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: her, doctor, first, man, treat",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: own, me, now, speech, yet",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: manager, else, heart, senior, seven",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: where, set, like, avoid, analysis",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: worker, himself, work, change, believe",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: nature, feel, occur, throw, decision",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: true, with, against, fine, rather",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: human, art, machine, open, perform",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: drive, let, work, color, energy",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 4 years, Skills: account, raise, human, system, phone",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: team, third, staff, kind, foreign",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: travel, offer, anything, by, compare",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: six, agency, interesting, who, product",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: Mr, number, team, consumer, face",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: nature, type, clearly, nice, eye",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: win, officer, two, word, water",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: life, sign, research, pass, discussion",Score: 72/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: police, her, exist, job, meeting",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: might, all, agent, site, else",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: every, author, receive, design, sit",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 4 years, Skills: parent, dog, score, mouth, indicate",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: job, example, peace, lawyer, office",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: a, free, become, couple, board",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 14 years, Skills: put, our, as, assume, guy",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: necessary, ever, worker, eye, rise",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 4 years, Skills: main, investment, standard, sea, decide",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: east, million, like, choice, would",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: close, drive, job, dog, recognize",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: difficult, technology, senior, training, age",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: operation, he, still, better, bad",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: standard, recent, season, type, four",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: federal, themselves, much, determine, plant",Score: 61/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: more, environment, authority, development, around",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: wish, phone, part, according, bring",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: us, out, man, yet, stage",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: man, second, edge, most, surface",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: probably, respond, authority, federal, learn",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: two, capital, former, ball, image",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: seven, drive, free, good, fire",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: according, way, arm, better, all",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: great, fact, we, trouble, onto",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: since, course, bring, bed, give",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: paper, give, budget, face, doctor",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: fall, hold, what, for, shoulder",Score: 75/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: per, within, product, fast, family",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: company, one, operation, late, time",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: box, all, science, thought, woman",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: guess, answer, why, article, just",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: amount, opportunity, firm, ago, everyone",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: reality, thought, heart, but, college",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: religious, opportunity, travel, mouth, option",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: run, of, whole, role, recently",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 1 years, Skills: whatever, past, crime, cause, join",Score: 68/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: management, pressure, hour, raise, if",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 1 years, Skills: member, industry, yes, mind, remain",Score: 69/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: the, may, outside, evening, capital",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: quickly, detail, involve, rise, law",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: adult, identify, foreign, phone, shake",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: case, read, parent, theory, off",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: soldier, nearly, big, begin, score",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 5 years, Skills: shoulder, wear, compare, relate, forget",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: yes, production, rule, state, special",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
